id,source,type,name,first_name,second_name,third_name,father_name,last_name,title,program,function,summary,url,gender,listed_at,updated_at,timestamp
un-sc-sanctions.111076,un-sc-sanctions,individual,محمد الله مطيع,MOHAMMADULLAH,MATI,,,,Maulavi,Taliban (TAi.068),Minister of Public Works under the Taliban regime,"Lost one leg in 1980s. Interim leader of Taliban Supreme Council from
            February to April 2010. In charge of recruitment activities as of mid-2013. Believed to
            be in Afghanistan/Pakistan border area. Belongs to Isakzai tribe. Review pursuant to
            Security Council resolution 1822 (2008) was concluded on 29 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4665126",,,2001-01-25,2003-09-03,2018-01-13T13:41:00.428442
un-sc-sanctions.111038,un-sc-sanctions,individual,الله داد متین,ALLAH DAD,MATIN,,,,Mullah,Taliban (TAi.021),Minister of Urban Development under the Taliban regime,"One foot lost in landmine explosion. Believed to be in
            Afghanistan/Pakistan border area. Belongs to Nurzai tribe. Review pursuant to Security
            Council resolution 1822 (2008) was concluded on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427390",,,2001-01-31,2003-09-03,2018-01-13T13:41:00.448760
un-sc-sanctions.111094,un-sc-sanctions,individual,مطيع الله,MATIULLAH,,,,,Mullah,Taliban (TAi.020),"Director, Kabul Custom House under the Taliban regime","Works on recruitment for the Taliban movement as of mid-2013. Believed to
            be in Afghanistan/Pakistan border area. Belongs to Popalzai tribe. Review pursuant to
            Security Council resolution 1822 (2008) was concluded on 23 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427413",,,2001-02-23,2003-09-03,2018-01-13T13:41:00.467318
un-sc-sanctions.690754,un-sc-sanctions,individual,MATUQ MOHAMMED MATUQ,MATUQ,MOHAMMED,MATUQ,,,,Libya (LYi.008),Secretary for Utilities,"Listed pursuant to paragraph 15 of resolution 1970 (Travel Ban). Listed
            on 17 March 2011 pursuant to paragraph 17 of resolution 1970 (Asset Freeze). Believed
            status/location: unknown, believed captured. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5525795",,,2011-02-26,2012-04-02,2018-01-13T13:41:00.482667
un-sc-sanctions.690788,un-sc-sanctions,individual,JIBRIL ABDULKARIM IBRAHIM,JIBRIL,ABDULKARIM,IBRAHIM,,,,Sudan (SDi.004),"National Movement for Reform and Development (NMRD) Field
            Commander",INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5795071,,,2006-04-25,,2018-01-13T13:41:00.508980
un-sc-sanctions.111179,un-sc-sanctions,individual,عبد القدوس مظهری,ABDUL QUDDUS,MAZHARI,,,,Maulavi,Taliban (TAi.135),"Education Attache, Taliban Consulate General, Peshawar,
            Pakistan","Belongs to Popalzai tribe. Review pursuant to Security Council resolution
            1822 (2008) was concluded on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1446044",,,2001-01-25,2003-09-03,2018-01-13T13:41:00.532202
un-sc-sanctions.110899,un-sc-sanctions,individual,فضل محمد مظلوم,FAZL MOHAMMAD,MAZLOOM,,,,Mullah,Taliban (TAi.023),Deputy Chief of Army Staff of the Taliban regime,Review pursuant to Security Council resolution 1822 (2008) was concluded on 23 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4707186,,,2001-02-23,2003-09-03,2018-01-13T13:41:00.556620
un-sc-sanctions.6908001,un-sc-sanctions,individual,CALLIXTE MBARUSHIMANA,CALLIXTE,MBARUSHIMANA,,,,,DRC (CDi.010),FDLR Executive Secretary,Arrested in Paris on 3 October 2010 under ICC warrant for war crimes and crimes against humanity committed by FDLR troops in the Kivus in 2009.  Transferred to The Hague on 25 January 2011 and released by the ICC in late 2011. Elected FDLR Executive Secretary on 29 Nov. 2014 for a five-year term. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5224649,,,2009-03-03,2016-10-13,2018-01-13T13:41:00.576544
un-sc-sanctions.112364,un-sc-sanctions,individual,ابراهيم محمد خليل,IBRAHIM,MOHAMED KHALIL,,,,,Al-Qaida (QDi.206),,Sentenced to 7 years of imprisonment in Germany on 6 Dec. 2007. Released on 30 December 2012. Photo and fingerprints available for inclusion in the INTERPOL-UN Security Council Special Notice. Review pursuant to Security Council resolution 1822 (2008) was concluded on 5 Oct. 2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1424324,,,2005-12-06,2010-01-25,2018-01-13T13:41:00.595355
un-sc-sanctions.111081,un-sc-sanctions,individual,محمد ولی محمد عوض,MOHAMMAD WALI,MOHAMMAD EWAZ,,,,Maulavi,Taliban (TAi.078),"Minister of Ministry of Preventing Vice and Propagating Virtue under
            the Taliban regime","Reportedly deceased in December 2006 and buried in Panjwai District,
            Kandahar Province, Afghanistan. Belonged to Ghilzai tribe. Review pursuant to Security
            Council resolution 1822 (2008) was concluded on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427424",,,2001-01-31,2003-09-03,2018-01-13T13:41:00.617204
un-sc-sanctions.111231,un-sc-sanctions,individual,عبدالمنان محمد اسحاق,ABDUL MANAN,MOHAMMAD ISHAK,,,,Maulavi,Taliban (TAi.122),"First Secretary, Taliban Embassy, Riyadh, Saudi Arabia","Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4652765",,,2001-01-25,2003-09-03,2018-01-13T13:41:00.632122
un-sc-sanctions.110578,un-sc-sanctions,individual,عبد الکبیر محمد جان,ABDUL KABIR,MOHAMMAD JAN,,,,Maulavi,Taliban (TAi.003),"Second Deputy, Economic Affairs, Council of Ministers under the Taliban
                regime","Active in terrorist operations in Eastern Afghanistan. Collects money
            from drug traffickers. Believed to be in Afghanistan/Pakistan border area. Member of the
            Taliban Supreme Council as at 2009. Family is originally from Neka District, Paktia
            Province, Afghanistan. Responsible for attack on Afghan parliamentarians in November
            2007 in Baghlan; owns land in central Baghlan Province. Belongs to Zadran tribe. Review
            pursuant to Security Council resolution 1822 (2008) was concluded on 23 Jul.
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1493564",,,2001-01-25,2003-09-03,2018-01-13T13:41:00.646476
un-sc-sanctions.111305,un-sc-sanctions,individual,عبد الله حماد ﻤﺤﻤﺪ ﻛﺮﻴﻡ,ABDULLAH,HAMAD,MOHAMMAD KARIM,,,Maulavi,Taliban (TAi.141),"Consul General, Taliban Consulate General, Quetta,
            Pakistan","Believed to be in Afghanistan/Pakistan border area. Belongs to Baloch
            ethnic group. Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 29 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1446048",,,2001-01-25,2003-09-03,2018-01-13T13:41:00.665506
un-sc-sanctions.111176,un-sc-sanctions,individual,محمد سرور صدیق مل ﻤﺣﻤﺩ ﻤﺴﻌﻮﺩ,MOHAMMAD,SARWAR,SIDDIQMAL,,,,Taliban (TAi.126),"Third Secretary, Taliban Embassy, Islamabad, Pakistan","Belongs to Mangal tribe. Review pursuant to Security Council resolution
            1822 (2008) was concluded on 29 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4665692",,,2001-01-25,2003-09-03,2018-01-13T13:41:00.688061
un-sc-sanctions.111070,un-sc-sanctions,individual,محمد يعقوب,MOHAMMAD YAQOUB,,,,,Maulavi,Taliban (TAi.052),"Head of Bakhtar Information Agency (BIA) under the Taliban
            regime","Member of Taliban Cultural Commission. Directs a Taliban ""front"" and
            coordinates all military activities of Taliban forces in Maiwand District, Kandahar
            Province, Afghanistan as of mid-2013. Believed to be in Afghanistan/Pakistan border
            area. Belongs to Kharoti (Taraki) tribe. Review pursuant to Security Council resolution
            1822 (2008) was concluded on 23 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5741615",,,2001-02-23,2003-09-03,2018-01-13T13:41:00.705523
un-sc-sanctions.111207,un-sc-sanctions,individual,محمد شفیق محمدی,MOHAMMAD SHAFIQ,MOHAMMADI,,,,Maulavi,Taliban (TAi.099),Governor of Khost Province under the Taliban regime,"Supervises two military training centers of the Taliban as of mid-2013.
            Believed to be in Afghanistan/Pakistan border area. Belongs to Hotak tribe. Review
            pursuant to Security Council resolution 1822 (2008) was concluded on 29 Jul.
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427517",,,2001-01-25,2003-09-03,2018-01-13T13:41:00.720148
un-sc-sanctions.6908043,un-sc-sanctions,individual,ABOUD ROGO MOHAMMED,ABOUD,ROGO,MOHAMMED,,,,Somalia (SOi.011),,INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5775562,,,2012-07-25,,2018-01-13T13:41:00.740946
un-sc-sanctions.111783,un-sc-sanctions,individual,مازن صلاح محمد,MAZEN,SALAH,MOHAMMED,,,,Al-Qaida (QDi.202),,"Member of Ansar Al-Islam (QDe.098). Released from custody in Germany on
            18 May 2012. Review pursuant to Security Council resolution 1822 (2008) was concluded on
            30 Jul. 2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1423276",,,2005-12-06,2008-10-21,2018-01-13T13:41:00.766649
un-sc-sanctions.113442,un-sc-sanctions,individual,YUNOS UMPARA MOKLIS,YUNOS,UMPARA,MOKLIS,,,,Al-Qaida (QDi.126),,"Sentenced to life without parole in the Philippines on 23 Jan. 2009 for
            his involvement in the bombings of 30 Dec. 2000 in Manila, the Philippines. Review
            pursuant to Security Council resolution 1822 (2008) was concluded on 25 May
            2010. Photos included in INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427252",,,2003-09-09,2005-09-09,2018-01-13T13:41:00.790597
un-sc-sanctions.112378,un-sc-sanctions,individual,محمد أمين مصطفى,MOHAMED,AMIN,MOSTAFA,,,,Al-Qaida (QDi.147),,"Under administrative control measure in Italy scheduled to expire on 15
            Jan. 2012. Review pursuant to Security Council resolution 1822 (2008) was concluded on
            21 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1424267",,,2003-11-12,2005-09-09,2018-01-13T13:41:00.809208
un-sc-sanctions.111042,un-sc-sanctions,individual,امیر خان متقی,AMIR KHAN,MOTAQI,,,,Mullah,Taliban (TAi.026),Minister of Education under the Taliban regime,"Member of the Taliban Supreme Council as at June 2007. Believed to be in
            Afghanistan/Pakistan border area. Belongs to Sulaimankhel tribe. Review pursuant to
            Security Council resolution 1822 (2008) was concluded on 21 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427382",,,2001-01-25,2003-09-03,2018-01-13T13:41:00.823463
un-sc-sanctions.111110,un-sc-sanctions,individual,عبدالحی مطمئن,ABDULHAI,MOTMAEN,,,,Maulavi,Taliban (TAi.051),"Director of the Information and Culture Department in Kandahar
            Province under the Taliban regime","Family is originally from Zabul, but settled later in Helmand. Member of
            the Taliban Supreme Council and spokesperson for Mullah Mohammed Omar (TAi.004) as of
            2007. Believed to be in Afghanistan/Pakistan border area. Belongs to Kharoti tribe.
            Review pursuant to Security Council resolution 1822 (2008) was concluded on 23 Jul.
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427418",,,2001-02-23,2003-09-03,2018-01-13T13:41:00.851454
un-sc-sanctions.112379,un-sc-sanctions,individual,جمال مصطفى,DJAMEL,MOUSTFA,,,,,Al-Qaida (QDi.129),,"Father's name is Djelalli Moustfa. Mother's name is Kadeja Mansore.
            Deported from Germany to Algeria in Sep. 2007.
            Review pursuant to Security Council resolution 1822 (2008) was concluded on 19 Oct.
            2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1424350",,,2003-09-23,2007-09-07,2018-01-13T13:41:00.878497
un-sc-sanctions.6908002,un-sc-sanctions,individual,IRUTA DOUGLAS MPAMO,IRUTA DOUGLAS,MPAMO,,,,,DRC (CDi.011),,"No known occupation since two of the planes managed by Great Lakes
            Business Company (GLBC) crashed. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5272813",,,2005-11-01,,2018-01-13T13:41:00.904346
un-sc-sanctions.2797841,un-sc-sanctions,individual,مبارك مشخص سند مبارك البذالي,MUBARAK,MUSHAKHAS,SANAD,,,,Al-Qaida (QDi.238),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 14 Sep. 2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1518768",,,2008-01-16,2008-07-01,2018-01-13T13:41:00.927666
un-sc-sanctions.6908003,un-sc-sanctions,individual,SYLVESTRE MUDACUMURA,SYLVESTRE,MUDACUMURA,,,,,DRC (CDi.012),FDLR-FOCA Commander,"The International Criminal Court issued an arrest warrant for Mudacumura on 12 July 2012 for nine counts of war crimes, including attacking civilians, murder, mutilation, cruel treatment, rape, torture, destruction of property, pillaging and outrages against personal dignity, allegedly committed between 2009 and 2010 in the DRC.",,,2005-11-01,2016-10-13,2018-01-13T13:41:00.955264
un-sc-sanctions.6908004,un-sc-sanctions,individual,LEODOMIR MUGARAGU,LEODOMIR,MUGARAGU,,,,,DRC (CDi.013),,"FDLR-FOCA Chief of Staff, in charge of administration. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5270747",,,2010-12-01,,2018-01-13T13:41:00.986416
un-sc-sanctions.111036,un-sc-sanctions,individual,الله داد طیب ولی محمد,ALLAH DAD,TAYEB,WALI,,,Mullah,Taliban (TAi.016),"Deputy Minister of Communication under the Taliban
            regime","Belongs to Popalzai tribe. Review pursuant to Security Council resolution
            1822 (2008) was concluded on 29 Jul. 2010. Photo available for inclusion in the INTERPOL-UN Security Council Special Notice. Deceased as of November 2015. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427415",,,2001-01-25,2003-09-03,2018-01-13T13:41:01.008859
un-sc-sanctions.111236,un-sc-sanctions,individual,نجيب الله محمد جمعه,NAJIBULLAH,MUHAMMAD JUMA,,,,Maulavi,Taliban (TAi.132),"Consul General, Taliban Consulate General, Peshawar,
            Pakistan","Member of Taliban Peshawar Military Council as at 2010. Believed to be in
            Afghanistan/Pakistan border area. Review pursuant to Security Council resolution 1822
            (2008) was concluded on 21 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427573",,,2001-01-25,2003-09-03,2018-01-13T13:41:01.029447
un-sc-sanctions.111115,un-sc-sanctions,individual,محمد مسلم حقانى محمدی گل,MOHAMMAD,MOSLIM,HAQQANI,,,Maulavi,Taliban (TAi.073),"Deputy Minister of Haj and Religious Affairs under the Taliban
            regime","Ethnic Pashtun from Baghlan Province. Believed to be in
            Afghanistan/Pakistan border area. Speaks fluent English, Urdu and Arabic. Review
            pursuant to Security Council resolution 1822 (2008) was concluded on 29 Jul.
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427425",,,2001-01-25,2003-09-03,2018-01-13T13:41:01.047551
un-sc-sanctions.6908480,un-sc-sanctions,individual,LAVDRIM MUHAXHERI,LAVDRIM,MUHAXHERI,,,,,Al-Qaida (QDi.373),,"Kosovar Albanian terrorist fighter in Syrian Arab Republic and unit leader of Islamic State in Iraq and the Levant, listed as Al-Qaida in Iraq (QDe.115). Wanted by INTERPOL. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5896179",,,2015-09-29,,2018-01-13T13:41:01.070199
un-sc-sanctions.2863574,un-sc-sanctions,individual,MOHAMMED YAHYA MUJAHID,MOHAMMED,YAHYA,MUJAHID,,,,Al-Qaida (QDi.272),,"Associated with Lashkar-e-Tayyiba (QDe.118). In detention as at June
            2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1578066",,,2009-06-29,,2018-01-13T13:41:01.090441
un-sc-sanctions.6908006,un-sc-sanctions,individual,LEOPOLD MUJYAMBERE,LEOPOLD,MUJYAMBERE,,,,,DRC (CDi.014),FDLR-FOCA Chief of Staff,"Became acting FDLR-FOCA Deputy Commander in 2014. Captured in Goma, DRC by Congolese security services in early May 2016 and transferred to Kinshasa.  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5224709",,,2009-03-03,2016-10-13,2018-01-13T13:41:01.115140
un-sc-sanctions.6908005,un-sc-sanctions,individual,JAMIL MUKULU,JAMIL,MUKULU,,,,,DRC (CDi.015),Head of the Allied Democratic Forces (ADF),"Arrested in April 2015 in Tanzania and extradited to Uganda in July 2015. As of September 2016, Mukulu is reportedly being held in a police detention cell awaiting his trial for war crimes and grave breaches of the Geneva Convection under Ugandan Law.  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5270670",,,2011-10-12,2016-10-13,2018-01-13T13:41:01.142531
un-sc-sanctions.6908619,un-sc-sanctions,individual,KIM MUN CHOL,KIM,MUN CHOL,,,,,DPRK (KPi.060),Representative for Korea United Development Bank,,,,2017-08-05,,2018-01-13T13:41:01.166202
un-sc-sanctions.6908651,un-sc-sanctions,individual,PAK MUN IL,PAK,MUN IL,,,,,DPRK (KPi.079),Pak Mun Il is an overseas official of Korea Daesong Bank,Gender: male,,,2017-12-22,,2018-01-13T13:41:01.180252
un-sc-sanctions.6908507,un-sc-sanctions,individual,KANG MUN KIL,KANG,MUN KIL,,,,,DPRK (KPi.019),,"Kang Mun Kil has conducted nuclear procurement activities as a representative of Namchongang, also known as Namhung.",,,2016-03-02,,2018-01-13T13:41:01.196577
un-sc-sanctions.113211,un-sc-sanctions,individual,ARIS MUNANDAR,ARIS,MUNANDAR,,,,,Al-Qaida (QDi.119),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 25 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1446715",,,2003-09-09,2005-09-09,2018-01-13T13:41:01.210868
un-sc-sanctions.113313,un-sc-sanctions,individual,عبد الحكيم مراد,ABDUL HAKIM,MURAD,,,,,Al-Qaida (QDi.120),,"Mother's name is Aminah Ahmad Sher al-Baloushi. In custody of the United
            States. Review pursuant to Security Council resolution 1822 (2008) was concluded on 25
            May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1424401",,,2003-09-09,2011-05-16,2018-01-13T13:41:01.229862
un-sc-sanctions.6908007,un-sc-sanctions,individual,IGNACE MURWANASHYAKA,IGNACE,MURWANASHYAKA,,,,Dr.,DRC (CDi.016),FDLR President,Arrested by German authorities on 17 November 2009 and found guilty by a German court on 28 September 2015 of leadership of a foreign terrorist group and aiding in war crimes. Received a 13-year sentence and is in prison in Germany as of June 2016. Re-elected FDLR President on 29 November 2014 for a five-year term.  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5272382,,,2005-11-01,2016-10-13,2018-01-13T13:41:01.254241
un-sc-sanctions.6908008,un-sc-sanctions,individual,STRATON MUSONI,STRATON,MUSONI,,,,,DRC (CDi.017),Former FDLR Vice President,"Arrested by German authorities on 17 November 2009, found guilty in a German court on 28 September 2015 of leadership of a foreign terrorist group, and received an 8-year sentence. Musoni was released from prison immediately after the trial, having served over 5 years of his sentence. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5272354",,,2007-03-29,2016-10-13,2018-01-13T13:41:01.270432
un-sc-sanctions.113212,un-sc-sanctions,individual,على السيد محمد مصطفى بكري,ALI,SAYYID,MUHAMED,,,,Al-Qaida (QDi.196),,"Member of the Shura Council of Al-Qaida (QDe.004) and Egyptian Islamic
            Jihad (QDe.003). Review pursuant to Security Council resolution 1822 (2008) was
            concluded on 1 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1419350",,,2005-09-29,2011-12-13,2018-01-13T13:41:01.287942
un-sc-sanctions.6908009,un-sc-sanctions,individual,JULES MUTEBUTSI,JULES,MUTEBUTSI,,,,,DRC (CDi.018),,"Former FARDC Deputy Military Regional Commander of 10th Military Region in April 2004, dismissed for indiscipline. In December 2007, he was arrested by Rwandan authorities when he tried to cross the border into the DRC. Reported to have died in Kigali on 9 May 2014.  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5272093",,,2005-11-01,2016-10-13,2018-01-13T13:41:01.342304
un-sc-sanctions.6908484,un-sc-sanctions,individual,ASEEL MUTHANA,ASEEL,MUTHANA,,,,,Al-Qaida (QDi.357),,"Foreign terrorist fighter with Islamic State in Iraq and the Levant, listed as Al-Qaida in Iraq (QDe.115), in the Syrian Arab Republic. Wanted by the authorities of the United Kingdom. Physical description: hair colour: brown/black. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5897335",,,2015-09-30,,2018-01-13T13:41:01.391213
un-sc-sanctions.6908474,un-sc-sanctions,individual,NASSER AHMED MUTHANA,NASSER,AHMED,MUTHANA,,,,Al-Qaida (QDi.358),,"Foreign terrorist fighter with Islamic State in Iraq and the Levant (ISIL), listed as Al-Qaida in Iraq (QDe.115), in the Syrian Arab Republic. Wanted by the authorities of the United Kingdom. Physical description: hair colour: brown/black. Photo available for inclusion in the INTERPOL-UN Security Council Special Notice. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5897336",,,2015-09-28,,2018-01-13T13:41:01.438702
un-sc-sanctions.6908506,un-sc-sanctions,individual,JON MYONG GUK,JON,MYONG GUK,,,,,DPRK (KPi.018),Tanchon Commercial Bank Representative in Syria,"Pursuant to Resolution 2371(2017) the Security Council added the following information: New AKA: Jon Yong Sang with date of birth 25 August 1976 and diplomatic passport number 836110035, which expires on 1 January 2020.",,,2016-03-02,2017-08-05,2018-01-13T13:41:01.492928
un-sc-sanctions.690743,un-sc-sanctions,individual,CHANG MYONG-CHIN,CHANG,MYONG-CHIN,,,,,DPRK (KPi.007),"General Manager of the Sohae Satellite Launching Station and head of
            launch center at which the 13 April and 12 December 2012 launches took
            place.","General Manager of the Sohae Satellite Launching Station and head of
            launch center at which the 13 April and 12 December 2012 launches took place.",,,2013-01-22,,2018-01-13T13:41:01.530441
un-sc-sanctions.6908602,un-sc-sanctions,individual,Murad Iraklievich Margoshvili,Murad,Iraklievich,Margoshvili,,,,Al-Qaida (QDi.406),,"Associated with Jabhat al-Nusrah, listed as Al-Nusrah Front for the People of the Levant (QDe.137). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/6116583",,,2017-07-20,,2018-01-13T13:41:01.562110
un-sc-sanctions.690794,un-sc-sanctions,individual,TCHIPA NA BIDON,TCHIPA,NA BIDON,,,,,GB (GBi.006),Lieutenant-colonel,"Na Bidon was listed on 18 Jul. 2012 pursuant to paragraph 4 of resolution
            2048 (2012) as “Member of the “Military Command” which has assumed responsibility for
            the coup d'état of 12 April 2012.” Parentage: “Nabidom”. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5782446",,,2012-07-18,,2018-01-13T13:41:01.584446
un-sc-sanctions.690795,un-sc-sanctions,individual,TCHAM NA MAN,TCHAM,NA MAN,,,,,GB (GBi.007),Lieutenant-colonel,"Na Man was listed on 18 Jul. 2012 pursuant to paragraph 4 of resolution
            2048 (2012) as “Member of the “Military Command” which has assumed responsibility for
            the coup d'état of 12 April 2012. Also a member of the Military High Command (highest
            hierarchy of the Bissau-Guinean Armed Forces).” Father’s name is Biute Naman; Mother’s
            name is Ndjade Na Noa. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5782448",,,2012-07-18,,2018-01-13T13:41:01.600929
un-sc-sanctions.690796,un-sc-sanctions,individual,ESTÊVÃO NA MENA,ESTÊVÃO,NA MENA,,,,,GB (GBi.008),Inspector-General of the Armed Forces,"Na Mena was listed on 18 May 2012 pursuant to paragraph 4 of resolution
            2048 (2012) as “Member of the “Military Command” which has assumed responsibility for
            the coup d’état of 12 April 2012.” INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5782449",,,2012-05-18,,2018-01-13T13:41:01.629628
un-sc-sanctions.2901762,un-sc-sanctions,individual,الطيب نايل,TAYEB,NAIL,,,,,Al-Qaida (QDi.280),,"Convicted in absentia by Algerian tribunal on 28 Mar. 1996. Algerian
            international arrest warrant number 04/09 of 6 Jun. 2009 issued by the Tribunal of Sidi
            Mhamed, Algiers, Algeria. Algerian extradition request number 2307/09 of 3 Sep. 2009,
            presented to Malian authorities. Father’s name was Benazouz Nail. Mother’s name is
            Belkheiri Oum El Kheir. Member of The Organization of Al-Qaida in the Islamic Maghreb
            (QDe.014) INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4483533",,,2010-04-22,2014-04-15,2018-01-13T13:41:01.653549
un-sc-sanctions.6908620,un-sc-sanctions,individual,KIM NAM UNG,KIM,NAM UNG,,,,,DPRK (KPi.061),Representative for Ilsim International Bank,"Representative for Ilsim International Bank, which is affiliated with the DPRK military and has a close relationship with the Korea Kwangson Banking Corporation.  Ilsim International Bank has attempted to evade United Nations sanctions.",,,2017-08-05,,2018-01-13T13:41:01.688103
un-sc-sanctions.110421,un-sc-sanctions,individual,MOHAMMAD REZA NAQDI,MOHAMMAD REZA,NAQDI,,,,,Iran (IRi.026),Brigadier-General,"Engaged in efforts to get round the sanctions imposed by resolutions 1737
            (2006) and 1747 (2007). [Old Reference # I.03.I.10]",,,2008-03-03,2014-12-17,2018-01-13T13:41:01.724733
un-sc-sanctions.690797,un-sc-sanctions,individual,DABA NAUALNA,DABA,NAUALNA,,,,,GB (GBi.009),Lieutenant-colonel,"Naualna was listed on 18 May 2012 pursuant to paragraph 4 of resolution
            2048 (2012) as “Spokesperson of the “Military Command” which has assumed responsibility
            for the coup d’état of 12 April 2012.” Father’s name is Samba Naualna; Mother’s name is
            In-Uasne Nanfafe. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5782452",,,2012-05-18,,2018-01-13T13:41:01.740427
un-sc-sanctions.110420,un-sc-sanctions,individual,MOHAMMAD MEHDI NEJAD NOURI,MOHAMMAD MEHDI,NEJAD NOURI,,,,,Iran (IRi.027),Lieutenant General,"Deputy Minister of Science, Research and Technology. [Old Reference #
            I.37.C.7]",,,2006-12-23,2014-12-17,2018-01-13T13:41:01.753046
un-sc-sanctions.6908010,un-sc-sanctions,individual,BAUDOIN NGARUYE WA MYAMURO,BAUDOIN,NGARUYE WA MYAMURO,,,,Military leader of the Mouvement du 23 Mars (M23),DRC (CDi.019),Brigadier General,"Entered the Republic of Rwanda on 16 March 2013. As of late 2014, living
            in Ngoma camp, Rwanda. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5268954",,,2012-11-30,,2018-01-13T13:41:01.770722
un-sc-sanctions.6908496,un-sc-sanctions,individual,EUGÈNE BARRET NGAÏKOSSET,EUGÈNE,BARRET,NGAÏKOSSET,,,,CAR (CFi.008),"Former Captain, CAR Presidential Guard",Captain Eugène Barret Ngaïkosset is a former member of former President François Bozizé’s (CFi.001) presidential guard and associated with the anti-Balaka movement. He escaped from jail on 17 May 2015 following his extradition from Brazzaville and created his own anti-balaka faction including former FACA fighters.,,,2015-12-17,,2018-01-13T13:41:01.807136
