id,source,type,leader_name,first_name,second_name,third_name,father_name,last_name,title,program,function,summary,url,gender,listed_at,updated_at,timestamp
us-cia-world-leaders.4c0761ca8f7a907fd63e4c7535a39cf63d8e023d,us-cia-world-leaders,individual,Charlea NAMOLOH,,,,,,,Namibia,Min. of Safety & Security,,https://www.cia.gov/library/publications/resources/world-leaders-1/WA.html,,,2015-04-21,2018-03-09T16:13:55.129520
us-cia-world-leaders.113eb7eec6cb28144d9100ae49437f329cb21c40,us-cia-world-leaders,individual,Sophia SHANINGWE,,,,,,,Namibia,Min. of Urban & Rural Development,,https://www.cia.gov/library/publications/resources/world-leaders-1/WA.html,,,2015-04-21,2018-03-09T16:13:55.144290
us-cia-world-leaders.1829b8b6e31f9887e543d4fad7e8697d4d53f789,us-cia-world-leaders,individual,Alpheus NARUSEB,,,,,,,Namibia,Min. of Works & Transport,,https://www.cia.gov/library/publications/resources/world-leaders-1/WA.html,,,2015-04-21,2018-03-09T16:13:55.158385
us-cia-world-leaders.9c0096385b85dd28640181989168bcf12a1de5b1,us-cia-world-leaders,individual,Jerry EKANDJO,,,,,,,Namibia,"Min. of Youth & National Service, Sport, & Culture",,https://www.cia.gov/library/publications/resources/world-leaders-1/WA.html,,,2015-04-21,2018-03-09T16:13:55.173124
us-cia-world-leaders.8570b93e3cadd1a58d1ce4b6e20065e8775cbbf5,us-cia-world-leaders,individual,Ipumbu Wendelinus SHIIMI,,,,,,,Namibia,"Governor, Central Bank",,https://www.cia.gov/library/publications/resources/world-leaders-1/WA.html,,,2015-04-21,2018-03-09T16:13:55.191761
us-cia-world-leaders.9d0e798360f8010ae04e6ecae827e29a9b5da11d,us-cia-world-leaders,individual,Martin ANDJABA,,,,,,,Namibia,Ambassador to the US,,https://www.cia.gov/library/publications/resources/world-leaders-1/WA.html,,,2015-04-21,2018-03-09T16:13:55.236480
us-cia-world-leaders.60717e00713b014f18a68b21cbde3dcbe31c8023,us-cia-world-leaders,individual,Wilfried Inotira EMVULA,,,,,,,Namibia,"Permanent Representative to the UN, New York",,https://www.cia.gov/library/publications/resources/world-leaders-1/WA.html,,,2015-04-21,2018-03-09T16:13:55.253545
us-cia-world-leaders.3841a87dd5c875e821e85c9eb1e38bd674264d00,us-cia-world-leaders,individual,Baron Divavesi WAQA,,,,,,,Nauru,Pres.,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:55.787582
us-cia-world-leaders.6501e234295d9f6c34e61debae2941971ff043a5,us-cia-world-leaders,individual,Baron Divavesi WAQA,,,,,,,Nauru,Min. for Climate Change,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:55.812198
us-cia-world-leaders.a86f9fd6d8a46e1d739adecb00667fd8d26d7118,us-cia-world-leaders,individual,Aaron COOK,,,,,,,Nauru,"Min. for Commerce, Industry, & Environment",,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:55.836763
us-cia-world-leaders.e26ad4f447b742b1ae2932016c0bd93887472302,us-cia-world-leaders,individual,Charmaine SCOTTY,,,,,,,Nauru,Min. for Education & Youth,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:55.855434
us-cia-world-leaders.a43911e376991049e7ec8c109439000c90f9d151,us-cia-world-leaders,individual,David ADEANG,,,,,,,Nauru,Min. for Eigigu Holdings Corporation,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:55.877769
us-cia-world-leaders.3455932e0d0574aaefca3a5bfda5ba89f74d4078,us-cia-world-leaders,individual,David ADEANG,,,,,,,Nauru,Min. for Finance & Sustainable Development,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:55.902681
us-cia-world-leaders.a640226895eaa64f7d290df11a54c781506fc6f1,us-cia-world-leaders,individual,Valdon DOWIYOGO,,,,,,,Nauru,Min. for Fisheries,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:55.924525
us-cia-world-leaders.eef9e2ed7bdec45dad6dd22b68b0282b101693e4,us-cia-world-leaders,individual,Baron Divavesi WAQA,,,,,,,Nauru,Min. for Foreign Affairs & Trade,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:55.951180
us-cia-world-leaders.181481c567b351953f2395873b2bc22523e2cfd1,us-cia-world-leaders,individual,Valdon DOWIYOGO,,,,,,,Nauru,Min. for Health,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:55.971046
us-cia-world-leaders.fcd39ba60c6c587268c71b7a9052451d655eba46,us-cia-world-leaders,individual,Charmaine SCOTTY,,,,,,,Nauru,Min. for Home Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:55.988316
us-cia-world-leaders.fbb485fb6f6eb19ff6bee0839aa7250929f9b9e7,us-cia-world-leaders,individual,David ADEANG,,,,,,,Nauru,Min. for Justice,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.008439
us-cia-world-leaders.0206132a0df7a002e5cb310861b95d7403e8f773,us-cia-world-leaders,individual,Charmaine SCOTTY,,,,,,,Nauru,Min. for Land Management,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.037678
us-cia-world-leaders.65751f1fa9376fc54a42576325e6a33a2473c997,us-cia-world-leaders,individual,David ADEANG,,,,,,,Nauru,Min. for Nauru Air Corporation,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.061612
us-cia-world-leaders.a5837c186ef65487f235c834962be6d3d2977172,us-cia-world-leaders,individual,Shadlog BERNICKE,,,,,,,Nauru,Min. for Nauru Phosphate Royalties Trust,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.088354
us-cia-world-leaders.37251a19319fed4f4c2765ba03141f05fcdace36,us-cia-world-leaders,individual,Shadlog BERNICKE,,,,,,,Nauru,Min. for Nauru Utilities Corporation,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.115217
us-cia-world-leaders.cc9caba8bd1d64959a1fea5001a65d2dfac36743,us-cia-world-leaders,individual,Baron Divavesi WAQA,,,,,,,Nauru,"Min. for Police, Prisons, & Emergency Services",,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.144094
us-cia-world-leaders.ace70e93ee69260c021308ec053fba7b56a6a27f,us-cia-world-leaders,individual,Baron Divavesi WAQA,,,,,,,Nauru,Min. for Public Service,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.169242
us-cia-world-leaders.ee6c45267b3a7534f3d088f4219218bc5d32b84e,us-cia-world-leaders,individual,Aaron COOK,,,,,,,Nauru,Min. for Ronphos,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.188194
us-cia-world-leaders.26d9b0500f10655e29a55aae5c9f79a6e0f7c746,us-cia-world-leaders,individual,Valdon DOWIYOGO,,,,,,,Nauru,Min. for Sports,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.204583
us-cia-world-leaders.8cbc09e3bff92b1e07eef4f902fb449efc624dfa,us-cia-world-leaders,individual,Shadlog BERNICKE,,,,,,,Nauru,Min. for Telecommunications,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.220363
us-cia-world-leaders.764cd7bbce4cb95c0e403b376c0bba73bb694a80,us-cia-world-leaders,individual,Valdon DOWIYOGO,,,,,,,Nauru,Min. for Transport,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.244191
us-cia-world-leaders.0a0a7a68f981a021a2fdd0b453f7672b1db3207d,us-cia-world-leaders,individual,David ADEANG,,,,,,,Nauru,Min. Asst. to the Pres.,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.264526
us-cia-world-leaders.f81d26254acba80e46063b4b2129091cbf75485f,us-cia-world-leaders,individual,Marlene Inemwin MOSES,,,,,,,Nauru,Ambassador to the US,,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.281947
us-cia-world-leaders.2575c4d191e8a7c5f5330c25e8ee7405b6d4a1e1,us-cia-world-leaders,individual,Marlene Inemwin MOSES,,,,,,,Nauru,"Permanent Representative to the UN, New York",,https://www.cia.gov/library/publications/resources/world-leaders-1/NR.html,,,2013-08-20,2018-03-09T16:13:56.301626
us-cia-world-leaders.c2284e47e8adc950b9cbe37254a40b0cd097e8ba,us-cia-world-leaders,individual,Bidya Devi BANDHARI,,,,,,,Nepal,Pres.,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:56.742568
us-cia-world-leaders.3f5b664c0d13b5396912788191cf6dce4652fbcd,us-cia-world-leaders,individual,Nanda Bahadar PUN,,,,,,,Nepal,Vice Pres.,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:56.759841
us-cia-world-leaders.a76a89a9ae1b66ff5767bc7af08a8f8395cd41b1,us-cia-world-leaders,individual,Pushpa Kamal DAHAL,,,,,,,Nepal,Prime Min.,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:56.774155
us-cia-world-leaders.de966e053d366f63d8055c429384aa69db912ef6,us-cia-world-leaders,individual,Romi Gauchan THAKALI,,,,,,,Nepal,Min. of Commerce & Supplies,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:56.787288
us-cia-world-leaders.1e60ad8622fb1524f81197f3626330832b9d23c8,us-cia-world-leaders,individual,Hridayaram THANI,,,,,,,Nepal,Min. of Cooperatives & Poverty Alleviation,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:56.804564
us-cia-world-leaders.df8c9dc9d6282304ce8af9e27b5bd614a8b4a723,us-cia-world-leaders,individual,Jeevan Bahadur SHAHI,,,,,,,Nepal,"Min. of Culture, Tourism, & Civil Aviation",,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:56.824037
us-cia-world-leaders.a2cd2adb722f1c93f1f0dc03893283517b0adc0d,us-cia-world-leaders,individual,Balkrishna KHAND,,,,,,,Nepal,Min. of Defense,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:56.851756
us-cia-world-leaders.36665af0a6c5217510afbc6abcc34e3af8db0d1d,us-cia-world-leaders,individual,Giriraj Mani POKHREL,,,,,,,Nepal,Min. of Education,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:56.881783
us-cia-world-leaders.cb6a859f0e6234438755b115a2ee1616c0ca13af,us-cia-world-leaders,individual,Bishnu PAUDEL,,,,,,,Nepal,Min. of Finance,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:56.913805
us-cia-world-leaders.0cd5981ded037b6ff28951cb150b9d21c6b41a24,us-cia-world-leaders,individual,"Prakash Sharan MAHAT , Dr.",,,,,,,Nepal,Min. of Foreign Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:56.934601
us-cia-world-leaders.c6985790042a5f59c7dd59c98422c4ffe17079ae,us-cia-world-leaders,individual,Shanker BHANDARI,,,,,,,Nepal,Min. of Forest & Soil Conservation,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:56.955183
us-cia-world-leaders.9e37e28228d4d3920401bf22b2ae9c88afe528ab,us-cia-world-leaders,individual,Keshav Kumar BUDHATHOKI,,,,,,,Nepal,Min. of Gen. Admin.,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:56.979839
us-cia-world-leaders.08bde081ff0ea496faca24e2e95a33368fe7aa98,us-cia-world-leaders,individual,Gagan Kumar THAPA,,,,,,,Nepal,Min. of Health,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.000721
us-cia-world-leaders.8dd5aa9773a5b6becdf7466ead7eef3a8d99b1df,us-cia-world-leaders,individual,Shakti BASNET,,,,,,,Nepal,Min. of Home Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.025789
us-cia-world-leaders.48747cf71d17405dc93488d9fbf2fad12034f29b,us-cia-world-leaders,individual,Nabindra Raj JOSHI,,,,,,,Nepal,Min. of Industry,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.086945
us-cia-world-leaders.1e8df4e25753194709ccddde8a5dd12b7f556eea,us-cia-world-leaders,individual,Sherdhan RAI,,,,,,,Nepal,Min. of Information & Communication Technology,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.102829
us-cia-world-leaders.2cf2fcaa11e39f6ef343452befdd56f43a1d8daf,us-cia-world-leaders,individual,Deepak GIRI,,,,,,,Nepal,Min. of Irrigation,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.129790
us-cia-world-leaders.b99144c3fd93af6e2fd228961ee3c6f11e14265e,us-cia-world-leaders,individual,Suryaman GURUNG,,,,,,,Nepal,Min. of Labor & Employment,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.144672
us-cia-world-leaders.9bdb9fec1efce02a345ab98af3ac2c29a811ad22,us-cia-world-leaders,individual,Bikram PANDEY,,,,,,,Nepal,Min. of Land Reforms & Management,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.193684
us-cia-world-leaders.90dd5be6c28f5afcb74ad52d0e7ac8ccf3ba41d2,us-cia-world-leaders,individual,Ajaya Shankar NAYAK,,,,,,,Nepal,"Min. of Law, Justice, & Parliamentary Affairs",,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.221692
us-cia-world-leaders.ffd164acbb4fd419cfeacd09f60c3c7b551fbc19,us-cia-world-leaders,individual,Sitadevi YADAV,,,,,,,Nepal,Min. of Peace & Reconstruction,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.250408
us-cia-world-leaders.22d7cd439b0137f6c317761a7bc0e1cbac26d406,us-cia-world-leaders,individual,Bijay GACHHADAR,,,,,,,Nepal,Min. of Physical Infrastructure & Transportation,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.273961
us-cia-world-leaders.815e3beeea50a71e6f7480e80149ea8dade9d9d5,us-cia-world-leaders,individual,Bishwendra PASWAN,,,,,,,Nepal,"Min. of Science, Technology, & Environment",,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.310676
us-cia-world-leaders.5167676cdb6d1b3cb7a30269d61a4eb716dcd8d3,us-cia-world-leaders,individual,Arjun Narsingh KC,,,,,,,Nepal,Min. of Urban Development,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.332863
us-cia-world-leaders.c8bbc8423cf26048a6751132e4c11f44602d102c,us-cia-world-leaders,individual,Chandra Prakash MAINALI,,,,,,,Nepal,"Min. of Women, Children, & Social Welfare",,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.353455
us-cia-world-leaders.39bff1cffda06058608c23dc1b045886b7b2b773,us-cia-world-leaders,individual,Narayan MANDAL,,,,,,,Nepal,Min. of Youth & Sports,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.373959
us-cia-world-leaders.f91a774c1b1829982476717ee20f581720d3b68d,us-cia-world-leaders,individual,Radhika TAMANG,,,,,,,Nepal,Min. of State for Agricultural Development,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.401284
us-cia-world-leaders.2784e33c9b81228d9a2c186656bdeddff0b653c0,us-cia-world-leaders,individual,Satya Naryan BHAGAT,,,,,,,Nepal,Min. of State for Energy,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.428244
us-cia-world-leaders.a7fe70068d08b58af1cd9eee4f4c7caa733199c7,us-cia-world-leaders,individual,Shreprasad JAWEGU,,,,,,,Nepal,Min. of State for Federal Affairs & Local Development,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.451091
us-cia-world-leaders.eb949ed8ea195863a5d9d8d12287acbbe58b2d06,us-cia-world-leaders,individual,Dhanamaya B.K. KHANAL,,,,,,,Nepal,Min. of State for (TBD),,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.470703
us-cia-world-leaders.3ef2a994d25ae3002fa95f4d589ac634d6d39e85,us-cia-world-leaders,individual,Yuvraj KHATIWADA,,,,,,,Nepal,"Governor, Central Bank",,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.487297
us-cia-world-leaders.4f8ab6230c7e273c0e160b600990733ae229e22e,us-cia-world-leaders,individual,Arjun Kumar KARKI,,,,,,,Nepal,Ambassador to the US,,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.512390
us-cia-world-leaders.3ca4da4a377a183a9bc65abb33dcb046b3073d48,us-cia-world-leaders,individual,Durga Prasad BHATTARAI,,,,,,,Nepal,"Permanent Representative to the UN, New York",,https://www.cia.gov/library/publications/resources/world-leaders-1/NP.html,,,2016-09-12,2018-03-09T16:13:57.530941
us-cia-world-leaders.dcf9003244a9c8964d5b050519cc8a723d361767,us-cia-world-leaders,individual,WILLEM-ALEXANDER,,,,,,,Netherlands,King,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:57.965776
us-cia-world-leaders.ed2dbbc99945d9e36c2b00ee79d728a08fc5ef17,us-cia-world-leaders,individual,Mark RUTTE,,,,,,,Netherlands,Prime Min.,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:57.981174
us-cia-world-leaders.c88c53d86edd5c6bdd9e4b92b914f130432d198c,us-cia-world-leaders,individual,Lodewijk ASSCHER,,,,,,,Netherlands,Dep. Prime Min.,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:57.996527
us-cia-world-leaders.94aeded83a5692a67c2b0f28d1c696492a99eac3,us-cia-world-leaders,individual,Jeanine HENNIS-PLASSCHAERT,,,,,,,Netherlands,Min. of Defense,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.015225
us-cia-world-leaders.454a7c381320ca08ea43c924fce1e7a6cab14eca,us-cia-world-leaders,individual,Henk KAMP,,,,,,,Netherlands,Min. of Economic Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.034877
us-cia-world-leaders.8c9948902e6fda203316c13f416245d49d2f82c4,us-cia-world-leaders,individual,Jet BUSSEMAKER,,,,,,,Netherlands,"Min. of Education, Culture, & Science",,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.052039
us-cia-world-leaders.c02c59ac8f51ff54463f711ec49114c30040354c,us-cia-world-leaders,individual,Jeroen DIJSSELBLOEM,,,,,,,Netherlands,Min. of Finance,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.068452
us-cia-world-leaders.efae65cb15729e79d167098b95e4675620ea690c,us-cia-world-leaders,individual,Albert KOENDERS,,,,,,,Netherlands,Min. of Foreign Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.083317
us-cia-world-leaders.f4b4e3a4301a96b6876e68d3a9ddb80bdccd8f2a,us-cia-world-leaders,individual,Lilianne PLOUMEN,,,,,,,Netherlands,Min. of Foreign Trade & Development Cooperation,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.100781
us-cia-world-leaders.aa8677448cfec895ccb3c29239253e735d64819c,us-cia-world-leaders,individual,Mark RUTTE,,,,,,,Netherlands,Min. of Gen. Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.120644
us-cia-world-leaders.03b3b2e117808ca84dd50b0a0d0d13d700328c4c,us-cia-world-leaders,individual,Edith SCHIPPERS,,,,,,,Netherlands,"Min. of Health, Welfare, & Sport",,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.136623
us-cia-world-leaders.fe964e61c14d6789b36bd29bf2ded7b81d0101d7,us-cia-world-leaders,individual,Stef BLOK,,,,,,,Netherlands,Min. of Housing & Civil Service,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.149290
us-cia-world-leaders.e3919d0dac101d3cc160b0fe8c01d11915c61fe5,us-cia-world-leaders,individual,Melanie SCHULTZ VAN HAEGEN-Maas Geesteranus,,,,,,,Netherlands,Min. of Infrastructure & Environment,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.160032
us-cia-world-leaders.51cd79f845fd991a2fed85fe2c3c5968abec1586,us-cia-world-leaders,individual,Ronald Hans Anton PLASTERK,,,,,,,Netherlands,Min. of Interior & Kingdom Relations,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.180778
us-cia-world-leaders.b13a855ad4c0819fe678c2088c56980c3e743ba7,us-cia-world-leaders,individual,Stef BLOK,,,,,,,Netherlands,Min. of Security & Justice,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.196632
us-cia-world-leaders.1a52e46a34998cf7cf6ad10c8718eba92c5976c1,us-cia-world-leaders,individual,Lodewijk ASSCHER,,,,,,,Netherlands,Min. of Social Affairs & Employment,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.222164
us-cia-world-leaders.b7046da48648e49e745204979d0251c0127314f0,us-cia-world-leaders,individual,Klaas Henderikus Willem KNOT,,,,,,,Netherlands,"Pres., The Netherlands Central Bank",,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.234116
us-cia-world-leaders.2a657e9a2ee22a6256a10e92eb4535ccfddee2c7,us-cia-world-leaders,individual,Hendrik SCHUWER,,,,,,,Netherlands,Ambassador to the US,,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.249796
us-cia-world-leaders.cc34c7bf5bbf63f7bea83daf4fe3a677c9e281ff,us-cia-world-leaders,individual,Karel Jan Gustaaf VAN OOSTEROM,,,,,,,Netherlands,"Permanent Representative to the UN, New York",,https://www.cia.gov/library/publications/resources/world-leaders-1/NL.html,,,2017-02-07,2018-03-09T16:13:58.266478
us-cia-world-leaders.2761e71def7cc2d2213003a5a7cbcd3678b05961,us-cia-world-leaders,individual,Jeremiah MATEPARAE,,,,,,,New Zealand,Governor Gen.,,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,2018-03-09,2018-03-09T16:13:58.743898
us-cia-world-leaders.023d0d6f55abc175b764e7234f314dff752e14b1,us-cia-world-leaders,individual,Simon William ENGLISH,,,,,,,New Zealand,Prime Min.,,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,2018-03-09,2018-03-09T16:13:58.759489
us-cia-world-leaders.a54e690a9c2f123f1c8ebdd10992afc459c64a8c,us-cia-world-leaders,individual,Paula BENNETT,,,,,,,New Zealand,Dep. Prime Min.,,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,2018-03-09,2018-03-09T16:13:58.776092
us-cia-world-leaders.8431aeda9eab06c279e377300fdbfd8f02c01640,us-cia-world-leaders,individual,Michael WOODHOUSE,,,,,,,New Zealand,Min. for the Accident Compensation Corporation,,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,2018-03-09,2018-03-09T16:13:58.792814
us-cia-world-leaders.e2496f0fa8986d7fc3234cd59ce87f79c64cc705,us-cia-world-leaders,individual,Maggie BARRY,,,,,,,New Zealand,"Min. for Arts, Culture, & Heritage",,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,2018-03-09,2018-03-09T16:13:58.806150
us-cia-world-leaders.5b3826f1bba9b3ba857f3cad3bd9e4701ab9179d,us-cia-world-leaders,individual,Amy ADAMS,,,,,,,New Zealand,Min. of Broadcasting,,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,2018-03-09,2018-03-09T16:13:58.819793
us-cia-world-leaders.cc071d5fdb7331242843ea697ed81eba505bbcc1,us-cia-world-leaders,individual,Nick SMITH,,,,,,,New Zealand,Min. for Building & Construction,,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,2018-03-09,2018-03-09T16:13:58.833894
us-cia-world-leaders.135e3ce0ed2eabde78de6c636b6c5f4458506d0d,us-cia-world-leaders,individual,Gerard Anthony BROWNLEE,,,,,,,New Zealand,Min. for Canterbury Earthquake Recovery,,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,2018-03-09,2018-03-09T16:13:58.848765
us-cia-world-leaders.983911aae202161dbda85ae39893bb16a2a5a1ad,us-cia-world-leaders,individual,Gerard Anthony BROWNLEE,,,,,,,New Zealand,Min. of Civil Defense,,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,2018-03-09,2018-03-09T16:13:58.868468
us-cia-world-leaders.ba74b19b8f28603fc2ff889b87e0b35dc02bedc2,us-cia-world-leaders,individual,Paula BENNETT,,,,,,,New Zealand,Min. for Climate Change Issues,,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,2018-03-09,2018-03-09T16:13:58.883065
us-cia-world-leaders.686c8e56db47deaef2ff17865fb4329339712bd6,us-cia-world-leaders,individual,Jacqui DEAN,,,,,,,New Zealand,Min. of Commerce & Consumer Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,2018-03-09,2018-03-09T16:13:58.908666
us-cia-world-leaders.12e7ed1a54910cf3a12e4472996e75e59dcb32ee,us-cia-world-leaders,individual,Simon BRIDGES,,,,,,,New Zealand,Min. for Communications,,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,2018-03-09,2018-03-09T16:13:58.926678
