name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition
Jim Kennedy,Kennedy,jim-kennedy,jim-kennedy,0,70,media,Media & Entertainment,M,United States,1516704901086,12691.522,132,133
Blair Parry-Okeden,Parry-Okeden,blair-parry-okeden,no-pic-female,0,67,media,Media & Entertainment,F,United States,1516704901086,12691.522,132,132
Lui Che Woo,Lui,lui-che-woo,lui-che-woo,909.924,88,casinos,Gambling & Casinos,M,Hong Kong,1516704901086,21288.539,51,51
Donald Newhouse,Newhouse,donald-newhouse,donald-newhouse,146.4,88,media,Media & Entertainment,M,United States,1516704901086,13101.725,124,124
"Samuel Irving Newhouse, Jr.",Newhouse,samuel-irving-newhouse-jr,no-pic,,90,media,Media & Entertainment,M,United States,1506870253774,,,
Stephen Schwarzman,Schwarzman,stephen-schwarzman,stephen-schwarzman,70.906,70,investments,Finance and Investments,M,United States,1516704901086,13121.526,123,123
Alain Wertheimer,Wertheimer,alain-wertheimer,alain-wertheimer,0,69,Chanel,Fashion & Retail,M,France,1516704901086,14718.467,105,105
Gerard Wertheimer,Wertheimer,gerard-wertheimer-1,gerard-wertheimer-1,0,67,Chanel,Fashion & Retail,M,France,1516704901086,14718.467,105,106
Robert Kuok,Kuok,robert-kuok,robert-kuok,246.177,94,"palm oil, shipping, property",Diversified,M,Malaysia,1516704901086,14835.333,103,103
Emmanuel Besnier,Besnier,emmanuel-besnier,emmanuel-besnier,28.777,47,cheese,Food and Beverage,M,France,1516704901086,16168.798,94,94
Lukas Walton,Walton,lukas-walton,no-pic,77.407,31,Wal-Mart,Fashion & Retail,M,United States,1516704901086,16603.061,89,89
Hasso Plattner,Plattner,hasso-plattner,hasso-plattner,68.442,74,software,Technology,M,Germany,1516704901086,13776.452,117,117
Eric Schmidt,Schmidt,eric-schmidt,eric-schmidt,174.746,62,Google,Technology,M,United States,1516704901086,14598.714,109,109
Luis Carlos Sarmiento,Sarmiento,luis-carlos-sarmiento,luis-carlos-sarmiento,-46.113,84,banking,Finance and Investments,M,Colombia,1516704901086,12070.796,140,140
David Tepper,Tepper,david-tepper,david-tepper,0,60,hedge funds,Finance and Investments,M,United States,1516704901086,11000,147,147
Udo & Harald Tschira,Tschira,udo-harald-tschira,no-pic,68.968,,software,Technology,,Germany,1516704901086,13231.476,122,122
Alberto Bailleres Gonzalez,Bailleres Gonzalez,alberto-bailleres-gonzalez,alberto-bailleres-gonzalez,119.635,86,mining,Metals & Mining,M,Mexico,1516704901086,11330.212,144,144
Dustin Moskovitz,Moskovitz,dustin-moskovitz,dustin-moskovitz,307.436,33,Facebook,Technology,M,United States,1516704901086,14699.3,107,107
Majid Al Futtaim,Al Futtaim,majid-al-futtaim,majid-al-futtaim,0,,"real estate, retail",Real Estate,M,United Arab Emirates,1516704901086,4680.383,470,470
Peter Woo,Woo,peter-woo,peter-woo,264.889,71,real estate,Real Estate,M,Hong Kong,1516704901086,13471.747,119,119
Andrew Beal,Beal,andrew-beal,andrew-beal,0,65,"banks, real estate",Finance and Investments,M,United States,1516704901086,11986.446,141,141
Hui Ka Yan,Hui,hui-ka-yan,hui-ka-yan,1689.744,59,real estate,Real Estate,M,China,1516704901086,40809.649,20,20
"John Menard, Jr.",Menard,john-menard-jr,john-menard-jr,-0.025,78,home improvement stores,Fashion & Retail,M,United States,1516704901086,12538.582,134,134
Reinhold Wuerth,Wuerth,reinhold-wuerth,reinhold-wuerth,0,82,fasteners,Manufacturing,M,Germany,1516704901086,14679.531,108,108
John Fredriksen,Fredriksen,john-fredriksen,john-fredriksen,56.751,72,shipping,Logistics,M,Cyprus,1516704901086,9822.249,171,171
Dhanin Chearavanont,Chearavanont,dhanin-chearavanont,dhanin-chearavanont,474.956,78,diversified,Diversified,M,Thailand,1516704901086,17480.678,80,80
Kumar Birla,Birla,kumar-birla,kumar-birla,59.493,50,commodities,Diversified,M,India,1516704901086,12841.979,129,129
Graeme Hart,Hart,graeme-hart,graeme-hart,0,62,investments,Finance and Investments,M,New Zealand,1516704901086,10611.868,153,153
Massimiliana Landini Aleotti,Landini Aleotti,massimiliana-landini-aleotti,no-pic-female,0,75,pharmaceuticals,Healthcare,F,Italy,1516704901086,12100.037,139,139
Galen Weston,Weston,galen-weston,galen-weston,47.778,77,retail,Fashion & Retail,M,Canada,1516704901086,10425.859,157,157
James Goodnight,Goodnight,james-goodnight,james-goodnight,0,75,software,Technology,M,United States,1516704901086,10359.331,158,158
German Khan,Khan,german-khan,german-khan,100.277,56,"oil, banking, telecom",Energy,M,Russia,1516704901086,10212.726,161,161
Roman Abramovich,Abramovich,roman-abramovich,roman-abramovich,-38.984,51,"steel, investments",Diversified,M,Russia,1516704901086,10471.21,156,156
R. Budi Hartono,Hartono,r-budi-hartono,r-budi-hartono,106.445,77,"banking, tobacco",Finance and Investments,M,Indonesia,1516704901086,17728.444,79,79
Dietmar Hopp,Hopp,dietmar-hopp,dietmar-hopp,51.07,77,software,Technology,M,Germany,1516704901086,11043.449,146,146
Jan Koum,Koum,jan-koum,jan-koum,72.114,41,WhatsApp,Technology,M,United States,1516704901086,9866.415,170,170
James Ratcliffe,Ratcliffe,james-ratcliffe,james-ratcliffe,0,65,chemicals,Manufacturing,M,United Kingdom,1516704901086,13449.969,120,120
Yang Huiyan,Yang,yang-huiyan,yang-huiyan,-18.4,36,real estate,Real Estate,F,China,1516704901086,28069.729,34,34
Michael Hartono,Hartono,michael-hartono,no-pic,102.266,78,"banking, tobacco",Manufacturing,M,Indonesia,1516704901086,17038.003,82,82
Leonard Lauder,Lauder,leonard-lauder,leonard-lauder,35.204,80,Estee Lauder,Fashion & Retail,M,United States,1516704901086,12894.949,128,128
Eyal Ofer,Ofer,eyal-ofer,eyal-ofer,4.923,67,"real estate, shipping",Diversified,M,Israel,1516704901086,9706.316,176,176
Mikhail Prokhorov,Prokhorov,mikhail-prokhorov,mikhail-prokhorov,-4.048,52,investments,Finance and Investments,M,Russia,1516704901086,8979.613,195,195
"Thomas Frist, Jr.",Frist,thomas-frist-jr,thomas-frist-jr,-10.481,79,health care,Healthcare,M,United States,1516704901086,9202.128,187,187
Robert & Philip Ng,Ng,robert-philip-ng,robert-philip-ng,26.164,,real estate,Real Estate,M,Singapore,1516704901086,10981.085,150,150
Ernesto Bertarelli,Bertarelli,ernesto-bertarelli,ernesto-bertarelli,-11.541,52,"biotech, investments",Healthcare,M,Switzerland,1516704901086,9134.018,189,189
Patrick Soon-Shiong,Soon-Shiong,patrick-soon-shiong,patrick-soon-shiong,16.403,65,pharmaceuticals,Healthcare,M,United States,1516704901086,7964.765,218,218
Harry Triguboff,Triguboff,harry-triguboff,harry-triguboff,0,84,real estate,Real Estate,M,Australia,1516704901086,9984.021,168,168
Yao Zhenhua,Yao,yao-zhenhua,yao-zhenhua,225.471,47,conglomerate,Diversified,M,China,1516704901086,10477.104,155,155
Zhang Zhidong,Zhang,zhang-zhidong,zhang-zhidong,830.562,46,internet media,Technology,M,China,1516704901086,18123.11,72,72
Viktor Rashnikov,Rashnikov,viktor-rashnikov,viktor-rashnikov,3.32,69,steel,Manufacturing,M,Russia,1516704901086,9691.969,177,177
Charles Schwab,Schwab,charles-schwab,charles-schwab,-5.711,80,discount brokerage,Finance and Investments,M,United States,1516704901086,10248.809,160,160
Shahid Khan,Khan,shahid-khan,shahid-khan,0,67,auto parts,Automotive,M,United States,1516704901086,7491.201,235,235
Mohammed Al Amoudi,Al Amoudi,mohammed-al-amoudi,mohammed-al-amoudi,-1.78,71,"oil, diversified",Energy,M,Saudi Arabia,1516704901086,10990.044,149,149
Micky Arison,Arison,micky-arison,micky-arison,26.696,68,Carnival Cruises,Service,M,United States,1516704901086,9813.685,172,172
James Chambers,Chambers,james-chambers,no-pic,0,60,media,Media & Entertainment,M,United States,1516704901086,8461.094,207,207
Xavier Niel,Niel,xavier-niel,xavier-niel,258.1,50,"internet, telecom",Telecom,M,France,1516704901086,9590.782,181,181
Cyrus Poonawalla,Poonawalla,cyrus-poonawalla,cyrus-poonawalla,6.705,76,vaccines,Healthcare,M,India,1516704901086,9274.533,185,185
Katharine Rayner,Rayner,katharine-rayner,no-pic-female,0,73,media,Media & Entertainment,F,United States,1516704901086,8461.094,207,208
Margaretta Taylor,Taylor,margaretta-taylor,no-pic-female,0,75,media,Media & Entertainment,F,United States,1516704901086,8461.094,207,209
Ken Griffin,Griffin,ken-griffin,ken-griffin,0,49,hedge funds,Finance and Investments,M,United States,1516704901086,8765.236,198,198
"Herbert Kohler, Jr.",Kohler,herbert-kohler-jr,herbert-kohler-jr,0,78,plumbing fixtures,Manufacturing,M,United States,1516704901086,10180.355,162,162
Uday Kotak,Kotak,uday-kotak,uday-kotak,127.943,58,banking,Finance and Investments,M,India,1516704901086,11067.718,145,145
Pierre Omidyar,Omidyar,pierre-omidyar,pierre-omidyar,79.736,50,eBay,Technology,M,United States,1516704901086,10992.814,148,148
George Kaiser,Kaiser,george-kaiser,george-kaiser,0.864,75,"oil & gas, banking",Energy,M,United States,1516704901086,7970.659,217,217
John Paulson,Paulson,john-paulson,john-paulson,0,62,hedge funds,Finance and Investments,M,United States,1516704901086,7800,221,221
Eduardo Saverin,Saverin,eduardo-saverin,eduardo-saverin,217.02,35,Facebook,Technology,M,Brazil,1516704901086,10630.696,152,152
"Edward Johnson, III.",Johnson,edward-johnson-iii,edward-johnson-iii,0,87,money management,Finance and Investments,M,United States,1516704901086,9801.153,173,173
Eli Broad,Broad,eli-broad,eli-broad,0,84,investments,Finance and Investments,M,United States,1516704901086,7260,245,245
Heinrich Deichmann,Deichmann,heinrich-deichmann,heinrich-deichmann,0,55,footwear,Fashion & Retail,M,Germany,1516704901086,12499.374,136,136
Liu Qiangdong,Liu,liu-qiangdong,liu-qiangdong,-189.354,43,e-commerce,Technology,M,China,1516704901086,11408.529,143,143
John Malone,Malone,john-malone,john-malone,55.014,76,cable television,Media & Entertainment,M,United States,1516704901086,8349.75,211,211
Michael Otto,Otto,michael-otto,michael-otto,21.573,74,"retail, real estate",Fashion & Retail,M,Germany,1516704901086,8298.339,212,212
Walter Droege,Droege,walter-droege,no-pic,0,65,consulting,Service,M,Germany,1516704901086,10110.024,164,164
James Irving,Irving,james-irving-1,james-irving-1,0,89,diversified,Diversified,M,Canada,1516704901086,9683.236,178,178
Aloys Wobben,Wobben,aloys-wobben,aloys-wobben,0,66,wind turbines,Energy,M,Germany,1516704901086,10122.781,163,163
Gianluigi & Rafaela Aponte,Aponte,gianluigi-rafaela-aponte,gianluigi-rafaela-aponte,0,,shipping,Logistics,,Switzerland,1516704901086,9945.841,169,169
Terry Gou,Gou,terry-gou,terry-gou,9.833,67,electronics,Technology,M,Taiwan,1516704901086,9310.151,184,184
Stanley Kroenke,Kroenke,stanley-kroenke,stanley-kroenke,0,70,"sports, real estate",Sports,M,United States,1516704901086,8102,215,215
Sunil Mittal,Mittal,sunil-mittal,sunil-mittal,-118.346,60,telecom,Telecom,M,India,1516704901086,10070.416,165,165
Carl Cook,Cook,carl-cook,carl-cook,0,55,medical devices,Healthcare,M,United States,1516704901086,8503.313,205,205
Stephen Ross,Ross,stephen-ross,stephen-ross,0,77,real estate,Real Estate,M,United States,1516704901086,7550.04,234,234
August von Finck,von Finck,august-von-finck,august-von-finck,-71.911,87,investments,Finance and Investments,M,Germany,1516704901086,8476.565,206,206
Zhou Qunfei,Zhou,zhou-qunfei,zhou-qunfei,-192.575,48,smartphone screens,Technology,F,Hong Kong,1516704901086,8656.718,203,203
David Geffen,Geffen,david-geffen,david-geffen,-15.3,74,"movies, record labels",Media & Entertainment,M,United States,1516704901086,8358.288,210,210
Walter Kwok,Kwok,walter-kwok,walter-kwok,70.848,67,real estate,Real Estate,M,Hong Kong,1516704901086,8691.638,201,201
Gordon Moore,Moore,gordon-moore,gordon-moore,146.605,89,Intel,Technology,M,United States,1516704901086,8815.761,197,197
Dmitry Rybolovlev,Rybolovlev,dmitry-rybolovlev,dmitry-rybolovlev,-0.083,51,fertilizer,Manufacturing,M,Russia,1516704901086,7426.372,237,237
Johann Graf,Graf,johann-graf,johann-graf,0,71,gambling,Gambling & Casinos,M,Austria,1516704901086,9015.98,194,194
Richard Kinder,Kinder,richard-kinder,richard-kinder,145.728,73,pipelines,Energy,M,United States,1516704901086,6773.933,276,276
Alexei Kuzmichev,Kuzmichev,alexei-kuzmichev,alexei-kuzmichev,78.258,55,"oil, banking, telecom",Energy,M,Russia,1516704901086,7894.269,219,219
Hank & Doug Meijer,Meijer,hank-doug-meijer,hank-doug-meijer,0,,supermarkets,Fashion & Retail,M,United States,1516704901086,9355.297,183,183
Zong Qinghou,Zong,zong-qinghou,zong-qinghou,0,72,beverages,Food and Beverage,M,China,1516704901086,9405.39,182,182
Silvio Berlusconi,Berlusconi,silvio-berlusconi,silvio-berlusconi,95.405,81,media,Diversified,M,Italy,1516704901086,4691.913,468,468
Nicky Oppenheimer,Oppenheimer,nicky-oppenheimer,nicky-oppenheimer,-3.245,72,diamonds,Metals & Mining,M,South Africa,1516704901086,7707.158,224,224
Andrei Skoch,Skoch,andrei-skoch,andrei-skoch,-2.036,51,steel,Metals & Mining,M,Russia,1516704901086,7175.226,253,253
Abdulla bin Ahmad Al Ghurair,Al Ghurair,abdulla-bin-ahmad-al-ghurair,abdulla-bin-ahmad-al-ghurair,0,,diversified,Diversified,M,United Arab Emirates,1516704901086,7090.682,258,258
Sergei Galitsky,Galitsky,sergei-galitsky,sergei-galitsky,38.328,50,retail,Fashion & Retail,M,Russia,1516704901086,4940.847,431,431
Pauline MacMillan Keinath,Keinath,pauline-macmillan-keinath,no-pic-female,0,84,Cargill,Food and Beverage,F,United States,1516704901086,7620.371,228,228
Lei Jun,Lei,lei-jun,lei-jun,11.126,48,smartphones,Technology,M,China,1516704901086,7051.796,260,260
Frederik Paulsen,Paulsen,frederik-paulsen,frederik-paulsen,0,67,health care,Healthcare,M,Sweden,1516704901086,7791.299,223,223
Quek Leng Chan,Quek,quek-leng-chan,quek-leng-chan,0,76,"banking, property",Diversified,M,Malaysia,1516704901086,7689.523,226,226
Melker Schorling,Schorling,melker-schorling,melker-schorling,0,70,investments,Finance and Investments,M,Sweden,1516704901086,7604.799,230,230
David Duffield,Duffield,david-duffield,david-duffield,73.538,77,business software,Technology,M,United States,1516704901086,8158.494,213,213
Michael Kadoorie,Kadoorie,michael-kadoorie,michael-kadoorie,2.168,76,"hotels, energy",Energy,M,Hong Kong,1516704901086,7601.676,231,231
Li Shufu,Li,li-shufu,li-shufu,556.324,54,automobiles,Automotive,M,China,1516704901086,17768.37,78,78
Sandra Ortega Mera,Ortega Mera,sandra-ortega-mera,sandra-ortega-mera,54.029,49,Zara,Fashion & Retail,F,Spain,1516704901086,7314.34,240,240
Suh Kyung-Bae,Suh,suh-kyung-bae,suh-kyung-bae,86.281,55,cosmetics,Fashion & Retail,M,South Korea,1516704901086,8896.954,196,196
Zhang Shiping,Zhang,zhang-shiping,zhang-shiping,376.366,70,aluminum products,Metals & Mining,M,China,1516704901086,7224.255,248,248
Giorgio Armani,Armani,giorgio-armani,giorgio-armani,12.394,83,luxury goods,Fashion & Retail,M,Italy,1516704901086,9070.194,191,191
John Grayken,Grayken,john-grayken,john-grayken,0,61,private equity,Finance and Investments,M,Ireland,1516704901086,6550,284,284
Liu Yongxing,Liu,liu-yongxing,liu-yongxing,0,69,agribusiness,Service,M,China,1516704901086,6636.477,281,281
Xu Shihui,Xu,xu-shihui,xu-shihui,-59.554,60,"snacks, beverages",Food and Beverage,M,China,1516704901086,11955.565,142,142
Goh Cheng Liang,Goh,goh-cheng-liang,goh-cheng-liang,91.765,90,paints,Manufacturing,M,Singapore,1516704901086,7291.63,242,242
Bruce Halle,Halle,bruce-halle,bruce-halle,,87,tires,Automotive,M,United States,1506115552424,,,
Ananda Krishnan,Krishnan,ananda-krishnan,ananda-krishnan,26.974,79,"telecoms, media, oil-services",Telecom,M,Malaysia,1516704901086,7257.029,246,246
Richard LeFrak,LeFrak,richard-lefrak,richard-lefrak,2.48,72,real estate,Real Estate,M,United States,1516704901086,5972.87,324,324
Iskander Makhmudov,Makhmudov,iskander-makhmudov,iskander-makhmudov,1.292,54,"mining, metals, machinery",Metals & Mining,M,Russia,1516704901086,7174.98,254,254
John A. Sobrato,Sobrato,john-a-sobrato,john-a-sobrato,0,78,real estate,Real Estate,M,United States,1516704901086,6788.586,275,275
Les Wexner,Wexner,les-wexner,les-wexner,63.121,80,retail,Fashion & Retail,M,United States,1516704901086,6232.504,305,305
Garrett Camp,Camp,garrett-camp,garrett-camp,0,39,Uber Technologies,Technology,M,Canada,1516704901086,4785,451,451
Leonid Fedun,Fedun,leonid-fedun,leonid-fedun,-11.053,61,oil,Energy,M,Russia,1516704901086,7208.146,249,249
Guo Guangchang,Guo,guo-guangchang,guo-guangchang,615.185,50,conglomerate,Diversified,M,China,1516704901086,10307.058,159,159
Mikhail Gutseriev,Gutseriev,mikhail-gutseriev,mikhail-gutseriev,36.186,59,"oil, real estate",Energy,M,Russia,1516704901086,6406.586,296,296
Travis Kalanick,Kalanick,travis-kalanick,travis-kalanick,0,41,Uber,Technology,M,United States,1516704901086,4785,451,452
Suleiman Kerimov,Kerimov,suleiman-kerimov,suleiman-kerimov,7.765,51,investments,Finance and Investments,M,Russia,1516704901086,5970.731,325,325
Carrie Perrodo,Perrodo,carrie-perrodo,carrie-perrodo,0,67,oil,Energy,F,France,1516704901086,6502.877,287,287
Anders Holch Povlsen,Povlsen,anders-holch-povlsen,anders-holch-povlsen,35.945,45,fashion retail,Fashion & Retail,M,Denmark,1516704901086,6894.691,271,271
David Green,Green,david-green,david-green,0,76,retail,Fashion & Retail,M,United States,1516704901086,7471.127,236,236
Robert Rowling,Rowling,robert-rowling,robert-rowling,0.496,64,investments,Energy,M,United States,1516704901086,6087.222,314,314
Tsai Eng-Meng,Tsai,tsai-eng-meng,tsai-eng-meng,227.972,61,"food, beverages",Food and Beverage,M,Taiwan,1516704901086,7608.993,229,229
Jorn Rausing,Rausing,jorn-rausing,no-pic,93.507,58,packaging,Food and Beverage,M,Sweden,1516704901086,9169.397,188,188
Johann Rupert,Rupert,johann-rupert,johann-rupert,-40.799,67,luxury goods,Fashion & Retail,M,South Africa,1516704901086,7297.912,241,241
Marian Ilitch,Ilitch,marian-ilitch-1,no-pic-female,0,85,"pizza, sports team",Food and Beverage,F,United States,1516704901086,5613.793,357,357
Ann Walton Kroenke,Kroenke,ann-walton-kroenke,ann-walton-kroenke,47.3,69,Wal-Mart,Fashion & Retail,F,United States,1516704901086,6943.75,268,268
Jay Y. Lee,Lee,jay-y-lee,jay-y-lee,-21.405,49,Samsung,Diversified,M,South Korea,1516704901086,8112.935,214,214
Pan Zhengmin,Pan,pan-zhengmin,pan-zhengmin,69.687,48,electronics,Technology,M,China,1516704901086,9203.282,186,186
Finn Rausing,Rausing,finn-rausing,no-pic,0,63,packaging,Food and Beverage,M,Sweden,1516704901086,8704.568,199,199
Kirsten Rausing,Rausing,kirsten-rausing,kirsten-rausing,0,65,packaging,Food and Beverage,F,Sweden,1516704901086,8704.568,199,200
Dennis Washington,Washington,dennis-washington,dennis-washington,6.715,83,"construction, mining",Logistics,M,United States,1516704901086,6161.727,308,308
Xu Chuanhua,Xu,xu-chuanhua,no-pic,-63.977,83,"chemicals, logistics",Manufacturing,M,China,1516704901086,5781.411,338,338
Francis Choi,Choi,francis-choi,francis-choi,9.356,70,real estate,Real Estate,M,Hong Kong,1516704901086,6461.646,289,289
Erivan Haub,Haub,erivan-haub,erivan-haub,7.104,85,retail,Fashion & Retail,M,Germany,1516704901086,6894.239,272,272
Wei Jianjun,Wei,wei-jianjun,wei-jianjun,154.963,53,automobiles,Automotive,M,China,1516704901086,6452.567,290,290
Gautam Adani,Adani,gautam-adani-1,no-pic,53.229,55,"commodities, ports",Diversified,M,India,1516704901086,10543.631,154,154
Mike Adenuga,Adenuga,mike-adenuga,mike-adenuga,-0.59,64,"telecom, oil",Diversified,M,Nigeria,1516704901086,5301.971,391,391
